DateTime,Delta,Theta,Alpha,Beta,Gamma
2024-06-12 17:49:19,1338.754560516775,748.6828712516043,93.71275360362611,164.97654682238357,73.75136317698598
2024-06-12 17:49:20,1336.822441220291,748.6822809322923,93.71265095200701,164.9764037131347,73.75149236097461
2024-06-12 17:49:21,1335.9748158080542,748.6820213616296,93.7126004862191,164.97634160108095,73.75154835893743
2024-06-12 17:49:22,1336.7944707765168,748.6822753411334,93.71263913279007,164.97640426973862,73.75149211866665
2024-06-12 17:49:23,1338.042056485311,748.6826552430025,93.71271195273572,164.97649531346457,73.75140996361782
2024-06-12 17:49:24,1338.627385880066,748.6828301521912,93.71275214228434,164.97653629391402,73.75137318333029
2024-06-12 17:49:25,1338.0975519403203,748.6826695780289,93.71272308204338,164.97649740736136,73.75140807981494
2024-06-12 17:49:26,1336.924596814798,748.6823123364446,93.71265904167154,164.97641089498234,73.7514858041325
2024-06-12 17:49:27,1334.992553764603,748.6817168451555,93.71254850421614,164.97626737980983,73.75161497493751
2024-06-12 17:49:28,1334.627094388356,748.6816029605786,93.71252926903522,164.97623915357775,73.75163970725708
2024-06-12 17:49:29,1338.4664540319613,748.6827834283379,93.71273467763868,164.97652642888204,73.75138211588634
2024-06-12 17:49:30,1339.4418884416061,748.6830773858353,93.71278590671298,164.97659818331513,73.75131813270261
2024-06-12 17:49:31,1337.758409183729,748.6825675593908,93.71269968482954,164.9764737120448,73.75142968548724
2024-06-12 17:49:32,1335.9243954335966,748.6820060995923,93.71260073660162,164.97633718494274,73.75155194137301
2024-06-12 17:49:33,1336.3837504587605,748.6821474089631,93.71262840770662,164.97637072429293,73.75152133438428
2024-06-12 17:49:34,1338.7743069637431,748.6828769864534,93.71275426860754,164.97654838970604,73.75136196748024
2024-06-12 17:49:35,1336.7012655847343,748.6822456218582,93.71264198085653,164.97639497846671,73.75149929699852
2024-06-12 17:49:36,1336.2928718919143,748.682119356245,93.71261941022144,164.9763648348814,73.75152705681136
2024-06-12 17:49:37,1337.780716150936,748.6825760864942,93.71269302780775,164.97647756311136,73.75142692867489
2024-06-12 17:49:38,1337.4852201948534,748.6824846722171,93.71268448466851,164.97645380299713,73.75144769996612
2024-06-12 17:49:39,1338.1830790502922,748.6826952909039,93.71272722497926,164.9765038036228,73.75140246018256
2024-06-12 17:49:40,1337.9561553393828,748.6826276066962,93.71271020417637,164.97648818054523,73.75141649475854
2024-06-12 17:49:41,1337.7304149276213,748.6825599326068,93.71269865853607,164.97647165792904,73.75143123702256
2024-06-12 17:49:42,1336.8060786223027,748.6822787623086,93.71265243840264,164.97640240480106,73.75149266426205
2024-06-12 17:49:43,1336.2287122776295,748.6821011765496,93.71262246506366,164.97635870680142,73.75153137100273
2024-06-12 17:49:44,1336.5944658055528,748.6822109154949,93.712639994431,164.97638617554816,73.75150764458698
2024-06-12 17:49:45,1337.0496953858608,748.6823504149122,93.71266028066451,164.976421066606,73.75147686583878
2024-06-12 17:49:46,1338.3681278947574,748.6827537965648,93.7127238220003,164.97652048907372,73.75138800479992
2024-06-12 17:49:47,1337.2394697602592,748.6824101704717,93.71266730152283,164.9764367674817,73.75146363128678
2024-06-12 17:49:48,1336.5779120272625,748.6822073763028,93.712632889186,164.97638713817386,73.75150792022609
2024-06-12 17:49:49,1338.237584137718,748.6827141766407,93.71272149534848,164.9765098287597,73.75139710736613
2024-06-12 17:49:50,1336.9858597791856,748.6823320713843,93.71265648859406,164.97641613536354,73.75148043130054
2024-06-12 17:49:51,1335.3445786492875,748.6818269516068,93.71256812220021,164.97629294748975,73.75159035426762
2024-06-12 17:49:52,1336.4467889796138,748.6821675475971,93.71262731812436,164.9763769131509,73.75151659384302
2024-06-12 17:49:53,1337.05349722491,748.6823544255149,93.71265146842306,164.97642454121683,73.7514751203685
2024-06-12 17:49:54,1337.8771709479638,748.6826060592191,93.7126936875818,164.97648546032494,73.75141967413506
2024-06-12 17:49:55,1337.5578995988194,748.6825076253732,93.71268679330416,164.97645925406806,73.75144223604806
2024-06-12 17:49:56,1336.4337278044172,748.6821611353291,93.71263364387424,164.97637388597707,73.75151890886801
2024-06-12 17:49:57,1335.789278616779,748.6819653312864,93.71258579917983,164.97632890446138,73.75155997470536
2024-06-12 17:49:58,1334.1987119642204,748.6814718896048,93.71248924499483,164.97621045195544,73.75166614758534
2024-06-12 17:49:59,1335.364627954602,748.6818326098295,93.71256512803618,164.97629573656366,73.75158903942781
2024-06-12 17:50:00,1338.380936777247,748.682756350587,93.71273681723521,164.97651867637126,73.75138892051504
2024-06-12 17:50:01,1339.0145759158702,748.6829495548684,93.7127662263251,164.9765664183454,73.75134617616544
2024-06-12 17:50:02,1338.0873332211347,748.6826697755868,93.71271487076476,164.9764989592565,73.75140690596581
2024-06-12 17:50:03,1337.0736436551865,748.6823613272471,93.71265989626171,164.9764242334977,73.75147409359121
2024-06-12 17:50:04,1337.4139149810119,748.682463881525,93.71268384393395,164.976447796898,73.751452354576
2024-06-12 17:50:05,1337.6368433210707,748.6825303902692,93.71269913801751,164.97646318868462,73.75143827944191
2024-06-12 17:50:06,1337.6806491795417,748.6825453299656,93.71269540538223,164.97646781197523,73.75143411621009
2024-06-12 17:50:07,1337.7745763718506,748.682575238206,93.71269363529886,164.97647649531908,73.75142677303002
2024-06-12 17:50:08,1335.5954421679576,748.6819057919271,93.71257862022196,164.97631345499389,73.75157312512552
2024-06-12 17:50:09,1335.0211047108871,748.6817271037136,93.71255412602362,164.97626793434787,73.75161246167146
2024-06-12 17:50:10,1336.6946809478445,748.6822431403224,93.71264624779784,164.97639321974026,73.75150024372229
2024-06-12 17:50:11,1337.7865781255819,748.6825763755868,93.71270378544709,164.97647520689057,73.75142795552443
2024-06-12 17:50:12,1337.7106021120032,748.6825537930365,93.71270042822886,164.97646982054533,73.75143303734656
2024-06-12 17:50:13,1335.4548341883706,748.6818624927724,93.71256782105276,164.9763036407931,73.75158223566746
2024-06-12 17:50:14,1333.8469256344433,748.6813599277134,93.71247965135825,164.9761814802256,73.7516918898029
2024-06-12 17:50:15,1336.6551662210113,748.6822285815106,93.71264614230459,164.97639040079042,73.75150444132979
2024-06-12 17:50:16,1338.3960510045029,748.6827611014052,93.71273911007918,164.97651973648286,73.75138813279305
2024-06-12 17:50:17,1337.7589851822622,748.6825684647375,93.71270155476583,164.97647369555276,73.75142970718414
2024-06-12 17:50:18,1336.943156090636,748.6823201283007,93.71265076553809,164.9764148909115,73.75148308589975
2024-06-12 17:50:19,1336.676430871978,748.6822373418479,93.71264019985573,164.97639399061845,73.75150160529131
2024-06-12 17:50:20,1336.6576844594624,748.682231683118,93.71263963553591,164.9763923484067,73.75150279473581
2024-06-12 17:50:21,1335.1303160764867,748.6817609571906,93.71254974948835,164.97627897987613,73.75160436422154
2024-06-12 17:50:22,1335.1791371840916,748.6817748930287,93.71255687356559,164.97628187495982,73.75160212146386
2024-06-12 17:50:23,1336.417542658217,748.6821584806255,93.7126256432112,164.97637510736723,73.7515187627628
2024-06-12 17:50:24,1335.894387362647,748.6819980565916,93.71259742225502,164.97633547266815,73.75155333556145
2024-06-12 17:50:25,1336.9521396517334,748.6823225407871,93.71265531858162,164.9764140387131,73.7514826771764
2024-06-12 17:50:26,1338.3768051274205,748.6827559736905,93.71273097614251,164.97651988480868,73.75138840708873
2024-06-12 17:50:27,1338.5042574980446,748.6827952072439,93.71273337784574,164.9765302497242,73.75137928053286
2024-06-12 17:50:28,1337.7241386153569,748.6825599423256,93.71268011371258,164.97647493063837,73.75142886404298
2024-06-12 17:50:29,1335.9477645854483,748.682013592358,93.7125968677506,164.97633986445214,73.75154960049038
2024-06-12 17:50:30,1336.631044473549,748.6822200588642,93.71264761868945,164.97638748246692,73.7515064832294
2024-06-12 17:50:31,1338.130500262081,748.6826807072005,93.71272004125208,164.97650075387554,73.7514048769741
2024-06-12 17:50:33,1337.0261000487917,748.6823464886462,93.71265512713013,164.97642030477118,73.75147668318178
2024-06-12 17:50:34,1335.3039355132546,748.6818168510265,93.71255910083445,164.9762922256959,73.75159178912196
2024-06-12 17:50:35,1335.3694119692018,748.6818352920034,93.71256565126762,164.97629656999808,73.75158849993706
2024-06-12 17:50:36,1337.087803626332,748.6823620257799,93.71266602468484,164.97642335182877,73.75147481005109
2024-06-12 17:50:37,1336.2551510172664,748.6821066682621,93.71261951959625,164.97636147494586,73.75153022902643
2024-06-12 17:50:38,1334.5338043286933,748.6815746751234,93.71251823736857,164.9762333570765,73.7516450868569
2024-06-12 17:50:39,1335.7767144740383,748.6819613484723,93.71258419992962,164.97632804439573,73.75156069017758
2024-06-12 17:50:40,1335.5291914388783,748.6818844827038,93.71257204664394,164.97630908656586,73.75157760627818
2024-06-12 17:50:41,1336.5411423510625,748.6821963532433,93.71263289219489,164.97638342327238,73.7515101707522
2024-06-12 17:50:42,1337.9438908736815,748.6826249290344,93.71271247340385,164.97648676257216,73.75141726114956
2024-06-12 17:50:43,1337.5971640456985,748.6825180535419,93.7126928688927,164.9764615419494,73.75144084807346
2024-06-12 17:50:44,1336.7572011714542,748.6822622648202,93.7126384299557,164.97640139249103,73.75149559870368
2024-06-12 17:50:45,1334.0385484742314,748.6814182711552,93.71249451773129,164.97619533654193,73.75168009607941
2024-06-12 17:50:46,1334.8669119795627,748.681675800284,93.71254710193611,164.97625632516582,73.75162469374365
2024-06-12 17:50:47,1337.6652652108282,748.6825401502512,93.71269195421068,164.976467481347,73.75143523810358
2024-06-12 17:50:48,1337.798149104065,748.6825812450282,93.71269783147841,164.97647758230357,73.75142601993763
2024-06-12 17:50:49,1336.7685958546276,748.6822671256944,93.71264569959094,164.9764006283857,73.7514947964275
2024-06-12 17:50:50,1335.4286958401426,748.681853402817,93.71257523342055,164.9762998514157,73.75158535983086
2024-06-12 17:50:51,1336.2291375340176,748.6820996021148,93.71261893762313,164.9763595760575,73.75153177597026
2024-06-12 17:50:52,1336.955798130551,748.6823236263173,93.71265635430817,164.97641392301625,73.75148243748066
2024-06-12 17:50:53,1334.5070094803618,748.6815663524242,93.71252212629946,164.97623004816785,73.75164736556181
2024-06-12 17:50:54,1334.8198671295281,748.6816646823239,93.71253393719213,164.97625531806037,73.75162544707668
2024-06-12 17:50:55,1335.769113821746,748.6819603588747,93.71258370115054,164.97632750960565,73.75156063242707
2024-06-12 17:50:56,1336.4308090862835,748.6821642779299,93.71262718288173,164.976375058019,73.75151675341971
2024-06-12 17:50:57,1336.4013562280709,748.6821540207687,93.71262741828698,164.97637216937963,73.75151927162614
2024-06-12 17:50:58,1335.5310529280127,748.6818839703817,93.71258147282671,164.97630702571186,73.7515787949216
2024-06-12 17:50:59,1336.5885972217388,748.6822115426479,93.7126336320639,164.9763882125856,73.75150700867644
2024-06-12 17:51:00,1334.9858620156601,748.6817183030212,93.71253814021193,164.97626990634782,73.75161338440424
2024-06-12 17:51:01,1332.697589817877,748.6809990826072,93.7124169499163,164.976093799696,73.7517706797163
2024-06-12 17:51:02,1336.0203659216197,748.6820364627686,93.7126056177041,164.97634447418503,73.75154514139095
2024-06-12 17:51:03,1338.2669756156472,748.682724925328,93.71272208453237,164.97651256219473,73.751394453036
2024-06-12 17:51:04,1337.3518963044082,748.6824462709142,93.71267120234278,164.9764455633409,73.75145515029371
2024-06-12 17:51:05,1336.1863487013397,748.6820889240519,93.71260765333918,164.97635902144344,73.75153304224605
2024-06-12 17:51:06,1336.1145387344934,748.682066351842,93.71260848661049,164.97635221159157,73.75153832712894
2024-06-12 17:51:07,1336.6845869529343,748.6822397049004,93.71264591975826,164.97639287566884,73.75150134251462
2024-06-12 17:51:08,1336.3668951739505,748.6821431062983,93.71262645782478,164.97636961792574,73.75152194922444
2024-06-12 17:51:09,1335.0763326217525,748.6817439828276,93.71256112087714,164.97627185435584,73.75160958717828
2024-06-12 17:51:10,1333.8476813730063,748.6813612002386,93.71248759332404,164.9761804178832,73.7516925308168
2024-06-12 17:51:11,1333.9896234846756,748.6814061067627,93.71249182075223,164.9761917619907,73.7516821488442
2024-06-12 17:51:12,1336.3837186364976,748.6821486767857,93.7126219141015,164.97637228095897,73.7515202208619
2024-06-12 17:51:13,1337.5994864693507,748.6825204668014,93.71268842602466,164.97646252668108,73.75143940416879
2024-06-12 17:51:14,1337.2919678681778,748.6824266704423,93.71267199350243,164.9764398559333,73.75145990420823
2024-06-12 17:51:15,1335.8611624913792,748.6819874783027,93.71259082424199,164.97633419664845,73.75155533366325
